monitor_id,product_id,screen_size,resolution,refresh_rate,response_time_(g2g),panel_type,aspect_ratio
326211,129759,32.0  in,2560 x 1440,144 Hz,,VA,16:09
326212,129760,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326213,129761,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326214,129762,19.0  in,1400 x 900,60 Hz,5 ms,,16:10
326215,129763,22.0  in,1680 x 1050,,5 ms,,16:10
326216,129764,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326217,129765,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326218,129766,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326219,129767,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326220,129768,22.0  in,1680 x 1050,,5 ms,,16:10
326221,129769,23.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326222,129770,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
326223,129771,27.0  in,1920 x 1080,,5 ms,TN,16:09
326224,129772,23.0  in,1920 x 1080,,2 ms,TN,16:09
326225,129773,21.5  in,1920 x 1080,,5 ms,,16:09
326226,129774,24.0  in,1920 x 1080,,,,16:09
326227,129775,19.0  in,1280 x 1024,,25 ms,,5:04
326228,129776,21.5  in,1920 x 1080,,5 ms,,16:09
326229,129777,20.0  in,1600 x 900,,5 ms,,16:09
326230,129778,23.0  in,1920 x 1080,60 Hz,14 ms,TN,16:09
326231,129779,23.0  in,1920 x 1080,120 Hz,3 ms,TN,16:09
326232,129780,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326233,129781,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326234,129782,42.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326235,129783,31.5  in,3840 x 2160,60 Hz,,IPS,16:09
326236,129784,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
326237,129785,28.0  in,3840 x 2160,60 Hz,2 ms,TN,16:09
326238,129786,22.0  in,1680 x 1050,,5 ms,TN,16:10
326239,129787,34.0  in,3440 x 1440,75 Hz,5 ms,IPS,21:09
326240,129788,27.0  in,2560 x 1440,144 Hz,4 ms,IPS,16:09
326241,129789,34.0  in,3440 x 1440,60 Hz,,IPS,21:09
326242,129790,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326243,129791,17.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
326244,129792,27.0  in,2560 x 1440,,5 ms,,16:09
326245,129793,21.5  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326246,129794,28.0  in,1920 x 1080,75 Hz,5 ms,VA,16:09
326247,129795,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326248,129796,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326249,129797,23.6  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326250,129798,19.0  in,1280 x 1024,60 Hz,5 ms,IPS,5:04
326251,129799,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326252,129800,19.0  in,1280 x 1024,60 Hz,14 ms,TN,5:04
326253,129801,27.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326254,129802,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326255,129803,27.0  in,1920 x 1080,60 Hz,6 ms,VA,16:09
326256,129804,22.0  in,1680 x 1050,60 Hz,5 ms,,16:10
326257,129805,23.0  in,1920 x 1080,60 Hz,2 ms,,16:09
326258,129806,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326259,129807,23.0  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
326260,129808,24.0  in,1920 x 1200,60 Hz,5 ms,TN,16:10
326261,129809,24.0  in,1920 x 1080,60 Hz,8 ms,,16:09
326262,129810,27.0  in,1920 x 1080,60 Hz,6 ms,,16:09
326263,129811,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326264,129812,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326265,129813,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326266,129814,32.0  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
326267,129815,21.5  in,1920 x 1080,60 Hz,7 ms,VA,16:09
326268,129816,24.0  in,1920 x 1080,,5 ms,TN,16:09
326269,129817,21.5  in,1920 x 1080,,5 ms,TN,16:09
326270,129818,19.0  in,1440 x 900,60 Hz,5 ms,,16:10
326271,129819,21.5  in,1920 x 1080,60 Hz,2 ms,,16:09
326272,129820,20.0  in,1600 x 900,,5 ms,,16:09
326273,129821,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326274,129822,23.0  in,1920 x 1080,120 Hz,2 ms,,16:09
326275,129823,28.0  in,3840 x 2160,60 Hz,1 ms,TN,16:09
326276,129824,20.0  in,1600 x 900,,5 ms,,16:09
326277,129825,21.5  in,1920 x 1080,,2 ms,TN,16:09
326278,129826,27.0  in,1920 x 1080,,5 ms,TN,16:09
326279,129827,23.6  in,1920 x 1080,,5 ms,TN,16:09
326280,129828,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326281,129829,24.0  in,1920 x 1080,120 Hz,5 ms,TN,16:09
326282,129830,23.8  in,2560 x 1440,60 Hz,4 ms,IPS,16:09
326283,129831,23.0  in,1920 x 1080,,5 ms,IPS,16:09
326284,129832,27.0  in,2560 x 1440,144 Hz,4 ms,IPS,16:09
326285,129833,24.0  in,1920 x 1200,60 Hz,5 ms,TN,16:10
326286,129834,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326287,129835,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326288,129836,24.0  in,1920 x 1080,,4 ms,,16:09
326289,129837,23.8  in,1920 x 1080,,5 ms,IPS,16:09
326290,129838,27.0  in,1920 x 1080,144 Hz,7 ms,VA,16:09
326291,129839,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326292,129840,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
326293,129841,27.0  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326294,129842,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326295,129843,23.0  in,1920 x 1080,60 Hz,,IPS,16:09
326296,129844,24.0  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326297,129845,21.5  in,1920 x 1080,75 Hz,1 ms,TN,16:09
326298,129846,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
326299,129847,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326300,129848,18.5  in,1366 x 768,,5 ms,,16:09
326301,129849,27.0  in,3440 x 1440,144 Hz,,VA,21:09
326302,129850,19.5  in,1600 x 900,60 Hz,5 ms,,16:09
326303,129851,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326304,129852,27.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326305,129853,28.0  in,3840 x 2160,60 Hz,1 ms,TN,16:09
326306,129854,23.8  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326307,129855,20.0  in,1600 x 900,,5 ms,,16:09
326308,129856,23.0  in,1920 x 1080,,5 ms,,16:09
326309,129857,24.0  in,1920 x 1080,,5 ms,,16:09
326310,129858,24.0  in,1920 x 1200,,6 ms,IPS,16:10
326311,129859,30.0  in,2560 x 1600,,7 ms,IPS,16:10
326312,129860,21.5  in,1920 x 1080,,2 ms,,16:09
326313,129861,21.5  in,1920 x 1080,,5 ms,TN,16:09
326314,129862,22.0  in,1920 x 1080,,5 ms,,16:09
326315,129863,20.0  in,1600 x 900,,5 ms,,16:09
326316,129864,23.0  in,1920 x 1080,,5 ms,,16:09
326317,129865,19.0  in,1440 x 900,,5 ms,,16:10
326318,129866,23.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326319,129867,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326320,129868,30.0  in,2560 x 1600,60 Hz,6 ms,IPS,16:10
326321,129869,27.0  in,2560 x 1440,75 Hz,6 ms,IPS,16:09
326322,129870,25.0  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
326323,129871,27.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326324,129872,27.0  in,2560 x 1440,60 Hz,,IPS,16:09
326325,129873,27.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326326,129874,21.5  in,1920 x 1080,75 Hz,5 ms,IPS,16:09
326327,129875,31.5  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326328,129876,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326329,129877,23.8  in,1920 x 1080,75 Hz,4 ms,IPS,16:09
326330,129878,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326331,129879,27.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326332,129880,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326333,129881,19.1  in,1440 x 900,,5 ms,,16:10
326334,129882,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326335,129883,27.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326336,129884,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326337,129885,21.3  in,1600 x 1200,60 Hz,8 ms,IPS,4:03
326338,129886,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326339,129887,27.0  in,1920 x 1080,,4 ms,IPS,16:09
326340,129888,23.8  in,1920 x 1080,60 Hz,,IPS,16:09
326341,129889,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326342,129890,23.8  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326343,129891,27.0  in,1920 x 1080,,5 ms,TN,16:09
326344,129892,21.5  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
326345,129893,20.0  in,1600 x 900,,5 ms,,16:09
326346,129894,24.0  in,1920 x 1200,60 Hz,,IPS,16:10
326347,129895,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
326348,129896,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326349,129897,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326350,129898,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326351,129899,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326352,129900,23.0  in,1920 x 1080,,5 ms,IPS,16:09
326353,129901,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326354,129902,23.6  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326355,129903,21.5  in,1920 x 1080,60 Hz,6 ms,TN,16:09
326356,129904,24.0  in,1920 x 1080,60 Hz,8 ms,,16:09
326357,129905,23.6  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326358,129906,19.0  in,1440 x 900,,5 ms,,16:10
326359,129907,19.0  in,1440 x 900,,5 ms,,16:10
326360,129908,17.0  in,1280 x 1024,,5 ms,,5:04
326361,129909,24.0  in,1920 x 1080,,5 ms,,16:09
326362,129910,23.6  in,1920 x 1080,,5 ms,,16:09
326363,129911,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
326364,129912,27.0  in,1920 x 1080,60 Hz,6 ms,TN,16:09
326365,129913,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326366,129914,39.5  in,3840 x 2160,60 Hz,3 ms,VA,16:09
326367,129915,21.5  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326368,129916,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326369,129917,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326370,129918,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326371,129919,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326372,129920,19.0  in,1366 x 768,,,TN,16:09
326373,129921,19.0  in,1440 x 900,60 Hz,5 ms,,16:10
326374,129922,21.5  in,1920 x 1080,,2 ms,,16:09
326375,129923,23.6  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326376,129924,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326377,129925,19.0  in,1440 x 900,60 Hz,5 ms,TN,16:10
326378,129926,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326379,129927,23.6  in,1920 x 1080,,5 ms,,16:09
326380,129928,24.6  in,1920 x 1080,,2 ms,,16:09
326381,129929,24.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326382,129930,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326383,129931,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326384,129932,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
326385,129933,22.0  in,1680 x 1050,,5 ms,,16:10
326386,129934,21.5  in,1920 x 1080,,5 ms,IPS,16:09
326387,129935,21.5  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326388,129936,40.0  in,3840 x 2160,60 Hz,8 ms,VA,16:09
326389,129937,23.6  in,1920 x 1080,60 Hz,5 ms,,16:09
326390,129938,22.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326391,129939,23.0  in,1920 x 1080,60 Hz,,IPS,16:09
326392,129940,27.0  in,1920 x 1080,60 Hz,2 ms,,16:09
326393,129941,24.0  in,1920 x 1080,144 Hz,2 ms,TN,16:09
326394,129942,24.0  in,1920 x 1080,,5 ms,,16:09
326395,129943,15.0  in,1024 x 768,75 Hz,8 ms,,4:03
326396,129944,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326397,129945,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326398,129946,21.5  in,1920 x 1080,60 Hz,5 ms,PLS,16:09
326399,129947,29.0  in,2560 x 1080,60 Hz,4 ms,VA,21:09
326400,129948,32.0  in,1920 x 1080,144 Hz,1 ms,VA,16:09
326401,129949,23.6  in,1366 x 768,60 Hz,8 ms,IPS,16:09
326402,129950,20.0  in,1600 x 900,,5 ms,TN,16:09
326403,129951,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326404,129952,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326405,129953,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326406,129954,27.0  in,1920 x 1080,60 Hz,6 ms,TN,16:09
326407,129955,19.0  in,1440 x 900,,5 ms,,16:10
326408,129956,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326409,129957,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326410,129958,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326411,129959,28.0  in,3840 x 2160,60 Hz,1 ms,TN,16:09
326412,129960,32.0  in,2560 x 1440,60 Hz,4 ms,VA,16:09
326413,129961,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
326414,129962,23.6  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326415,129963,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326416,129964,19.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
326417,129965,22.0  in,1680 x 1050,60 Hz,5 ms,,16:10
326418,129966,23.6  in,1920 x 1080,60 Hz,8 ms,TN,16:09
326419,129967,23.6  in,1920 x 1080,,5 ms,,16:09
326420,129968,19.0  in,1280 x 1024,,5 ms,,5:04
326421,129969,24.0  in,1920 x 1200,,7 ms,IPS,16:10
326422,129970,22.0  in,1920 x 1080,,5 ms,TN,16:09
326423,129971,27.0  in,1920 x 1080,,5 ms,,16:09
326424,129972,21.5  in,1920 x 1080,,8 ms,IPS,16:09
326425,129973,21.5  in,1920 x 1080,,8 ms,IPS,16:09
326426,129974,27.0  in,1920 x 1080,,2 ms,,16:09
326427,129975,24.0  in,1920 x 1080,,2 ms,,16:09
326428,129976,22.0  in,1680 x 1050,,5 ms,,16:10
326429,129977,27.5  in,1920 x 1200,,3 ms,,16:10
326430,129978,15.0  in,1024 x 768,60 Hz,8 ms,TN,4:03
326431,129979,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326432,129980,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326433,129981,22.0  in,1680 x 1050,,5 ms,,16:10
326434,129982,21.5  in,1920 x 1080,,5 ms,,16:09
326435,129983,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326436,129984,24.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326437,129985,24.0  in,1920 x 1080,60 Hz,6 ms,TN,16:09
326438,129986,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
326439,129987,23.8  in,3840 x 2160,60 Hz,6 ms,IPS,16:09
326440,129988,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326441,129989,27.0  in,3840 x 2160,60 Hz,6 ms,IPS,16:09
326442,129990,32.0  in,3840 x 2160,60 Hz,6 ms,IPS,16:09
326443,129991,24.5  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326444,129992,25.0  in,2560 x 1080,60 Hz,14 ms,IPS,21:09
326445,129993,27.0  in,3840 x 2160,60 Hz,6 ms,IPS,16:09
326446,129994,24.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326447,129995,22.0  in,1920 x 1080,,5 ms,IPS,16:09
326448,129996,20.0  in,1600 x 900,60 Hz,,IPS,16:09
326449,129997,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
326450,129998,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326451,129999,27.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326452,130000,21.5  in,1920 x 1080,60 Hz,7 ms,VA,16:09
326453,130001,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326454,130002,24.0  in,1920 x 1200,60 Hz,5 ms,PLS,16:10
326455,130003,21.5  in,1920 x 1080,60 Hz,8 ms,TN,16:09
326456,130004,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326457,130005,27.0  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326458,130006,27.0  in,2560 x 1440,60 Hz,4 ms,IPS,16:09
326459,130007,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326460,130008,27.0  in,3840 x 2160,60 Hz,5 ms,,16:09
326461,130009,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326462,130010,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326463,130011,20.0  in,1600 x 900,,2 ms,TN,16:09
326464,130012,23.0  in,1920 x 1080,75 Hz,6 ms,,16:09
326465,130013,21.5  in,1920 x 1080,,5 ms,,16:09
326466,130014,19.5  in,1600 x 900,60 Hz,8 ms,IPS,16:09
326467,130015,19.5  in,1440 x 900,60 Hz,6 ms,IPS,16:10
326468,130016,27.0  in,1920 x 1080,60 Hz,,IPS,16:09
326469,130017,21.5  in,1920 x 1080,,5 ms,TN,16:09
326470,130018,21.5  in,1920 x 1080,60 Hz,5.4 ms,IPS,16:09
326471,130019,21.0  in,1600 x 1200,60 Hz,8 ms,IPS,4:03
326472,130020,32.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326473,130021,23.6  in,1920 x 1080,60 Hz,25 ms,VA,16:09
326474,130022,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
326475,130023,19.5  in,1440 x 900,60 Hz,5 ms,IPS,16:10
326476,130024,21.5  in,1920 x 1080,,,,16:09
326477,130025,27.0  in,1920 x 1080,,2 ms,TN,16:09
326478,130026,27.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326479,130027,19.0  in,1280 x 1024,,5 ms,TN,5:04
326480,130028,24.0  in,1920 x 1080,60 Hz,6 ms,,16:09
326481,130029,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326482,130030,24.0  in,1920 x 1080,,5 ms,,16:09
326483,130031,17.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
326484,130032,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326485,130033,27.0  in,3840 x 2160,60 Hz,,,16:09
326486,130034,27.0  in,1920 x 1080,144 Hz,4 ms,VA,16:09
326487,130035,23.5  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326488,130036,23.6  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
326489,130037,28.0  in,3840 x 2160,30 Hz,5 ms,TN,16:09
326490,130038,18.5  in,1366 x 768,,5 ms,,16:09
326491,130039,24.0  in,1920 x 1200,,6 ms,IPS,16:10
326492,130040,23.0  in,1920 x 1080,,5 ms,,16:09
326493,130041,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326494,130042,32.0  in,1920 x 1080,,8 ms,,16:09
326495,130043,31.0  in,4096 x 2160,60 Hz,5 ms,IPS,256:135
326496,130044,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326497,130045,23.6  in,1920 x 1080,120 Hz,2 ms,,16:09
326498,130046,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326499,130047,22.0  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326500,130048,19.0  in,1280 x 1024,,5 ms,,5:04
326501,130049,27.0  in,2560 x 1440,60 Hz,14 ms,IPS,16:09
326502,130050,22.0  in,1680 x 1050,60 Hz,5 ms,,16:10
326503,130051,23.6  in,1920 x 1080,60 Hz,7 ms,VA,16:09
326504,130052,21.0  in,1600 x 1200,60 Hz,8 ms,IPS,4:03
326505,130053,23.0  in,1920 x 1080,,5 ms,IPS,16:09
326506,130054,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326507,130055,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326508,130056,22.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326509,130057,23.6  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326510,130058,21.3  in,2048 x 1536,,12 ms,,4:03
326511,130059,18.5  in,1366 x 768,60 Hz,5 ms,,16:09
326512,130060,34.0  in,3440 x 1440,100 Hz,3 ms,PVA,21:09
326513,130061,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
326514,130062,21.5  in,1920 x 1080,,5 ms,TN,16:09
326515,130063,19.0  in,1440 x 900,60 Hz,5 ms,,16:10
326516,130064,23.0  in,1920 x 1080,,5 ms,TN,16:09
326517,130065,24.0  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
326518,130066,23.6  in,1920 x 1080,,5 ms,TN,16:09
326519,130067,32.0  in,1920 x 1080,,8 ms,,16:09
326520,130068,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326521,130069,23.6  in,1920 x 1080,,2 ms,,16:09
326522,130070,18.5  in,1366 x 768,,,TN,16:09
326523,130071,28.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326524,130072,24.0  in,1920 x 1200,60 Hz,7 ms,IPS,16:10
326525,130073,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326526,130074,27.0  in,1920 x 1080,,1 ms,TN,16:09
326527,130075,24.0  in,1920 x 1200,85 Hz,8 ms,IPS,16:10
326528,130076,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326529,130077,18.5  in,1366 x 768,,5 ms,TN,16:09
326530,130078,15.6  in,1366 x 768,,16 ms,,16:09
326531,130079,21.5  in,1920 x 1080,,4 ms,,16:09
326532,130080,24.0  in,1920 x 1080,,4 ms,,16:09
326533,130081,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326534,130082,21.5  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
326535,130083,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326536,130084,32.0  in,1920 x 1080,60 Hz,,,16:09
326537,130085,31.5  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326538,130086,22.0  in,1680 x 1050,,5 ms,,16:10
326539,130087,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326540,130088,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326541,130089,19.5  in,1600 x 900,60 Hz,5 ms,,16:09
326542,130090,24.0  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
326543,130091,22.0  in,1920 x 1080,,5 ms,,16:09
326544,130092,24.0  in,1920 x 1200,60 Hz,5 ms,TN,16:10
326545,130093,28.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326546,130094,21.5  in,1920 x 1080,,5 ms,TN,16:09
326547,130095,23.6  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326548,130096,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326549,130097,19.0  in,1400 x 900,60 Hz,5 ms,,16:10
326550,130098,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326551,130099,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326552,130100,19.0  in,1440 x 900,,5 ms,TN,16:10
326553,130101,23.0  in,1920 x 1080,75 Hz,14 ms,IPS,16:09
326554,130102,17.0  in,1920 x 1080,,,,16:09
326555,130103,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326556,130104,24.0  in,1920 x 1080,144 Hz,5 ms,TN,16:09
326557,130105,31.5  in,2840 x 2160,60 Hz,4 ms,VA,71:54:00
326558,130106,27.0  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326559,130107,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326560,130108,34.0  in,2560 x 1080,60 Hz,14 ms,IPS,21:09
326561,130109,24.0  in,1920 x 1200,60 Hz,5 ms,,16:10
326562,130110,23.0  in,1920 x 1080,,5 ms,,16:09
326563,130111,27.0  in,1920 x 1080,120 Hz,2 ms,,16:09
326564,130112,27.0  in,1920 x 1080,120 Hz,5 ms,,16:09
326565,130113,22.0  in,1680 x 1050,,5 ms,,16:10
326566,130114,23.0  in,1920 x 1080,,5 ms,,16:09
326567,130115,18.5  in,1366 x 768,,5 ms,TN,16:09
326568,130116,23.0  in,1920 x 1080,,5 ms,TN,16:09
326569,130117,23.0  in,1920 x 1080,,5 ms,TN,16:09
326570,130118,23.6  in,1920 x 1080,120 Hz,2 ms,,16:09
326571,130119,21.5  in,1920 x 1080,,5 ms,TN,16:09
326572,130120,21.5  in,1920 x 1080,,5 ms,,16:09
326573,130121,23.0  in,1920 x 1080,,5 ms,TN,16:09
326574,130122,19.0  in,1440 x 900,,5 ms,,16:10
326575,130123,29.0  in,2560 x 1080,60 Hz,8 ms,IPS,21:09
326576,130124,27.0  in,1920 x 1080,,5 ms,,16:09
326577,130125,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
326578,130126,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326579,130127,25.0  in,1920 x 1080,,3 ms,,16:09
326580,130128,23.0  in,1920 x 1080,,6 ms,IPS,16:09
326581,130129,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326582,130130,27.0  in,2560 x 1440,75 Hz,6 ms,TN,16:09
326583,130131,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326584,130132,15.0  in,1024 x 768,,12 ms,,4:03
326585,130133,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326586,130134,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326587,130135,27.0  in,2560 x 1440,75 Hz,4 ms,IPS,16:09
326588,130136,22.5  in,1920 x 1200,76 Hz,5 ms,IPS,16:10
326589,130137,27.0  in,2560 x 1440,60 Hz,7 ms,IPS,16:09
326590,130138,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326591,130139,29.0  in,2560 x 1080,75 Hz,5 ms,IPS,21:09
326592,130140,27.0  in,2560 x 1440,60 Hz,8 ms,IPS,16:09
326593,130141,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326594,130142,23.8  in,2560 x 1440,60 Hz,5 ms,PLS,16:09
326595,130143,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326596,130144,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
